epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,60340.1,0.32492,0.36709,0.96045,0.95574,0.92545,0.98673,0.93419,0.28996,0.32508,0.92733,0.000778233,0.000778233,0.000778233
186,60610.9,0.32809,0.37003,0.97088,0.96165,0.9503,0.9869,0.93676,0.28535,0.3334,0.93402,0.000774697,0.000774697,0.000774697
187,60866,0.33534,0.36985,0.96253,0.9612,0.96092,0.98712,0.93565,0.2921,0.31981,0.92629,0.00077116,0.00077116,0.00077116
188,61149.3,0.3251,0.39067,0.96404,0.96231,0.94202,0.95354,0.91474,0.28767,0.33488,0.90994,0.000767623,0.000767623,0.000767623
189,61415.4,0.32861,0.39348,0.96569,0.96754,0.9425,0.98865,0.93988,0.28164,0.30462,0.93215,0.000764086,0.000764086,0.000764086
190,61702.7,0.31467,0.34793,0.94614,0.93023,0.95972,0.98184,0.93943,0.26033,0.32948,0.88837,0.00076055,0.00076055,0.00076055
191,61961.5,0.31198,0.36533,0.9395,0.96629,0.96545,0.98963,0.95283,0.26792,0.28665,0.89749,0.000757013,0.000757013,0.000757013
192,62227.1,0.33407,0.38413,0.96889,0.96922,0.97258,0.98646,0.93506,0.28702,0.29844,0.94293,0.000753476,0.000753476,0.000753476
193,62512.4,0.31444,0.35622,0.95924,0.99134,0.94904,0.99237,0.9468,0.26129,0.26283,0.90695,0.000749939,0.000749939,0.000749939
194,62782.1,0.33226,0.40669,0.96272,0.93542,0.98598,0.98831,0.94093,0.27731,0.29453,0.91107,0.000746402,0.000746402,0.000746402
195,63045.3,0.32134,0.36912,0.96271,0.99581,0.95455,0.99239,0.95188,0.2759,0.28485,0.9023,0.000742866,0.000742866,0.000742866
196,63307.3,0.32274,0.36487,0.95018,0.98345,0.94015,0.98494,0.93288,0.30017,0.33002,0.94687,0.000739329,0.000739329,0.000739329
197,63580.7,0.32747,0.36953,0.9583,0.97791,0.94582,0.99105,0.94377,0.26564,0.29606,0.891,0.000735792,0.000735792,0.000735792
198,63891.2,0.32007,0.38251,0.95516,0.98011,0.93677,0.98787,0.94915,0.25711,0.27896,0.8931,0.000732255,0.000732255,0.000732255
199,64158.4,0.29894,0.37969,0.94037,0.96114,0.9344,0.98392,0.94713,0.27621,0.33999,0.90324,0.000728719,0.000728719,0.000728719
200,64475,0.31372,0.38261,0.9564,0.96223,0.95212,0.98556,0.946,0.26402,0.31411,0.89551,0.000725182,0.000725182,0.000725182
201,64744.8,0.32658,0.33122,0.96774,0.97562,0.93879,0.98743,0.93514,0.27104,0.32785,0.89575,0.000721645,0.000721645,0.000721645
202,65032.4,0.32706,0.3323,0.96179,0.94819,0.90912,0.97988,0.93082,0.28608,0.39772,0.92963,0.000718108,0.000718108,0.000718108
203,65295.6,0.31835,0.36112,0.95826,0.9847,0.95543,0.98974,0.94142,0.29834,0.29755,0.95334,0.000714571,0.000714571,0.000714571
204,65585.1,0.30476,0.32894,0.94666,0.9821,0.94392,0.99135,0.93026,0.29229,0.30681,0.93952,0.000711035,0.000711035,0.000711035
205,65852.1,0.31541,0.33663,0.9492,0.97684,0.94099,0.98934,0.93339,0.2918,0.31636,0.92684,0.000707498,0.000707498,0.000707498
206,66090,0.32255,0.39161,0.95693,0.96013,0.93879,0.98358,0.93189,0.28322,0.34409,0.92365,0.000703961,0.000703961,0.000703961
207,66339.5,0.31741,0.36671,0.95121,0.98573,0.96009,0.9906,0.93907,0.29271,0.29753,0.94228,0.000700424,0.000700424,0.000700424
208,66613.8,0.32453,0.34826,0.94671,0.97703,0.94817,0.98618,0.92811,0.28014,0.30181,0.93207,0.000696888,0.000696888,0.000696888
209,66877.9,0.32666,0.34489,0.96081,0.98175,0.96118,0.99175,0.94643,0.26028,0.27231,0.91344,0.000693351,0.000693351,0.000693351
210,67143.9,0.32201,0.3411,0.96214,0.95824,0.9507,0.99011,0.93762,0.26675,0.30735,0.89899,0.000689814,0.000689814,0.000689814
211,67416.7,0.32011,0.37192,0.95509,0.94413,0.95563,0.98672,0.93307,0.27826,0.31209,0.89376,0.000686277,0.000686277,0.000686277
212,67666.8,0.32505,0.35504,0.95427,0.98302,0.93496,0.98932,0.94577,0.2543,0.26003,0.87273,0.00068274,0.00068274,0.00068274
213,67924.7,0.31163,0.33463,0.95387,0.98281,0.98653,0.99468,0.95109,0.2767,0.24125,0.89938,0.000679204,0.000679204,0.000679204
214,68219.7,0.31969,0.35708,0.94805,0.98363,0.96119,0.99158,0.94073,0.28409,0.27692,0.92288,0.000675667,0.000675667,0.000675667
215,68514.4,0.31868,0.3517,0.95385,0.97963,0.94025,0.98165,0.93263,0.27588,0.26108,0.91845,0.00067213,0.00067213,0.00067213
216,68782.3,0.30212,0.31827,0.94606,0.97419,0.96263,0.99308,0.95241,0.26413,0.27314,0.90183,0.000668593,0.000668593,0.000668593
217,69036.7,0.31318,0.37537,0.95204,0.97404,0.95938,0.98962,0.94572,0.26204,0.28636,0.90391,0.000665057,0.000665057,0.000665057
218,69282.3,0.31353,0.3256,0.94956,0.97723,0.97672,0.99274,0.94355,0.25904,0.27753,0.90261,0.00066152,0.00066152,0.00066152
219,69522.5,0.31703,0.35913,0.95344,0.98461,0.96901,0.99196,0.94025,0.27591,0.29859,0.92291,0.000657983,0.000657983,0.000657983
220,69797.6,0.31294,0.33799,0.96298,0.98452,0.97879,0.9938,0.94095,0.26485,0.24058,0.91923,0.000654446,0.000654446,0.000654446
221,70116.6,0.30166,0.34998,0.95033,0.9813,0.96968,0.9923,0.94186,0.27232,0.24198,0.91011,0.000650909,0.000650909,0.000650909
222,70391,0.32014,0.35184,0.95834,0.96052,0.99733,0.99304,0.93293,0.28759,0.25261,0.93403,0.000647373,0.000647373,0.000647373
223,70663.5,0.32216,0.34483,0.95695,0.97317,0.97937,0.99284,0.93637,0.28521,0.24698,0.93209,0.000643836,0.000643836,0.000643836
224,70926.4,0.30952,0.34131,0.94647,0.96985,0.9869,0.9861,0.93651,0.2889,0.28953,0.93716,0.000640299,0.000640299,0.000640299
225,71213.9,0.31219,0.33689,0.94198,0.97941,0.98961,0.99153,0.94689,0.2701,0.27244,0.91708,0.000636762,0.000636762,0.000636762
226,71465.5,0.3042,0.32913,0.93725,0.95708,0.95751,0.9888,0.94248,0.26434,0.29657,0.91657,0.000633226,0.000633226,0.000633226
227,71724.9,0.30934,0.33508,0.95122,0.96601,0.94814,0.98872,0.93844,0.26266,0.27621,0.91036,0.000629689,0.000629689,0.000629689
228,71985.7,0.29803,0.33563,0.94082,0.97901,0.90817,0.9768,0.93097,0.2675,0.32416,0.91512,0.000626152,0.000626152,0.000626152
229,72235.9,0.29478,0.31616,0.94421,0.92776,0.94994,0.981,0.93005,0.26515,0.33543,0.90147,0.000622615,0.000622615,0.000622615
230,72503.5,0.31542,0.3371,0.95789,0.955,0.95212,0.98769,0.94522,0.26174,0.29852,0.89508,0.000619079,0.000619079,0.000619079
231,72765.8,0.30764,0.34348,0.93966,0.96995,0.95641,0.9818,0.94355,0.24283,0.30658,0.87112,0.000615542,0.000615542,0.000615542
232,73016.3,0.28745,0.31576,0.9333,0.95856,0.97879,0.98796,0.95018,0.24806,0.27178,0.89146,0.000612005,0.000612005,0.000612005
233,73288.1,0.31321,0.33371,0.95026,0.96423,0.97726,0.9882,0.94636,0.23973,0.30329,0.87332,0.000608468,0.000608468,0.000608468
234,73568.9,0.2995,0.30528,0.93969,0.96737,0.94007,0.98335,0.94278,0.24586,0.31339,0.87702,0.000604931,0.000604931,0.000604931
235,73860.6,0.29244,0.31138,0.93347,0.97632,0.91535,0.9853,0.94513,0.25198,0.32113,0.89582,0.000601395,0.000601395,0.000601395
236,74107.1,0.30702,0.32958,0.95366,0.98053,0.95979,0.99188,0.95143,0.25719,0.26724,0.89645,0.000597858,0.000597858,0.000597858
237,74389.9,0.3165,0.33987,0.95701,0.98499,0.95631,0.99016,0.95242,0.24787,0.27893,0.89623,0.000594321,0.000594321,0.000594321
238,74638.6,0.30697,0.32737,0.94178,0.98655,0.94995,0.99173,0.95225,0.25554,0.27363,0.90811,0.000590784,0.000590784,0.000590784
239,74919.6,0.30544,0.32498,0.94837,0.97149,0.96095,0.98845,0.94675,0.24801,0.30133,0.90373,0.000587248,0.000587248,0.000587248
240,75204.9,0.29937,0.31368,0.93315,0.97142,0.9486,0.98946,0.94785,0.25988,0.29163,0.91846,0.000583711,0.000583711,0.000583711
241,75473.9,0.298,0.29712,0.93441,0.98629,0.96064,0.98726,0.94317,0.2486,0.27019,0.90828,0.000580174,0.000580174,0.000580174
